Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2018,S12000019,,under75 years,,All,d,Stroke,,c,,c,10.129914589539672
2018,S12000019,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000019,,45-64 years,,All,d,Stroke,,c,,c,23.638880795418657
2018,S12000019,,65-74 years,,All,d,Stroke,,c,,c,28.132560625668148
2018,S12000019,,75plus years,,All,d,Stroke,,c,,c,351.14028317228474
2018,S12000019,,All,d,All,d,Stroke,33,,36.1287497262974,,40.82084776198673
2018,S12000020,,under75 years,,All,d,Stroke,,c,,c,10.616847394669191
2018,S12000020,,0-44 years,,All,d,Stroke,,c,,c,2.3961114534127472
2018,S12000020,,45-64 years,,All,d,Stroke,,c,,c,14.238536614041925
2018,S12000020,,65-74 years,,All,d,Stroke,,c,,c,43.75446420557117
2018,S12000020,,75plus years,,All,d,Stroke,,c,,c,393.0212636534592
2018,S12000020,,All,d,All,d,Stroke,47,,49.2043551088777,,45.0332448579603
2018,S12000021,,under75 years,,All,d,Stroke,,c,,c,9.651647750753554
2018,S12000021,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000021,,45-64 years,,All,d,Stroke,,c,,c,9.933716801414043
2018,S12000021,,65-74 years,,All,d,Stroke,,c,,c,58.57680476962868
2018,S12000021,,75plus years,,All,d,Stroke,,c,,c,426.2456437777915
2018,S12000021,,All,d,All,d,Stroke,68,,50.2661147250148,,47.145107393186976
2018,S12000023,,under75 years,,All,d,Stroke,,c,,c,7.870892206188146
2018,S12000023,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000023,,45-64 years,,All,d,Stroke,,c,,c,13.301682151188963
2018,S12000023,,65-74 years,,All,d,Stroke,,c,,c,34.6434870244394
2018,S12000023,,75plus years,,All,d,Stroke,,c,,c,421.37461010985373
2018,S12000023,,All,d,All,d,Stroke,11,,49.5718792248761,,45.08622681751805
2018,S12000026,,under75 years,,All,d,Stroke,,c,,c,8.083224866618643
2018,S12000026,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000026,,45-64 years,,All,d,Stroke,,c,,c,2.6967019335352864
2018,S12000026,,65-74 years,,All,d,Stroke,,c,,c,63.24865348796299
2018,S12000026,,75plus years,,All,d,Stroke,,c,,c,415.54081649738583
2018,S12000026,,All,d,All,d,Stroke,60,,52.0517046933287,,44.7544081133877
2018,S12000027,,under75 years,,All,d,Stroke,0,,0,,0
2018,S12000027,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000027,,45-64 years,,All,d,Stroke,0,,0,,0
2018,S12000027,,65-74 years,,All,d,Stroke,0,,0,,0
2018,S12000027,,75plus years,,All,d,Stroke,,c,,c,157.52790149219445
2018,S12000027,,All,d,All,d,Stroke,3,,13.0491518051327,,14.1775111342975
2018,S12000028,,under75 years,,All,d,Stroke,,c,,c,14.502704142623768
2018,S12000028,,0-44 years,,All,d,Stroke,,c,,c,2.0106969075481564
2018,S12000028,,45-64 years,,All,d,Stroke,,c,,c,12.353546716268532
2018,S12000028,,65-74 years,,All,d,Stroke,,c,,c,84.1713767609568
2018,S12000028,,75plus years,,All,d,Stroke,,c,,c,336.31798062767945
2018,S12000028,,All,d,All,d,Stroke,63,,55.9751221679254,,43.46607902627878
2018,S12000029,,under75 years,,All,d,Stroke,,c,,c,10.280650333144084
2018,S12000029,,0-44 years,,All,d,Stroke,,c,,c,0.6966338651635298
2018,S12000029,,45-64 years,,All,d,Stroke,,c,,c,8.632774532794585
2018,S12000029,,65-74 years,,All,d,Stroke,,c,,c,63.72880252173567
2018,S12000029,,75plus years,,All,d,Stroke,,c,,c,377.5361232510158
2018,S12000029,,All,d,All,d,Stroke,131,,41.0632562221804,,43.33364289575253
2018,S12000030,,under75 years,,All,d,Stroke,,c,,c,4.913331465035385
2018,S12000030,,0-44 years,,All,d,Stroke,,c,,c,2.3637788043331445
2018,S12000030,,45-64 years,,All,d,Stroke,,c,,c,8.384635595954355
2018,S12000030,,65-74 years,,All,d,Stroke,,c,,c,9.264406151565684
2018,S12000030,,75plus years,,All,d,Stroke,,c,,c,337.83847650406676
2018,S12000030,,All,d,All,d,Stroke,32,,33.9234601929397,,34.87659451854821
2018,S12000033,,under75 years,,All,d,Stroke,,c,,c,10.832414310061054
2018,S12000033,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000033,,45-64 years,,All,d,Stroke,,c,,c,12.676529421639811
2018,S12000033,,65-74 years,,All,d,Stroke,,c,,c,61.88777833734295
2018,S12000033,,75plus years,,All,d,Stroke,,c,,c,460.1414194915801
2018,S12000033,,All,d,All,d,Stroke,95,,41.7472314993848,,51.27022477639777
2018,S12000034,,under75 years,,All,d,Stroke,,c,,c,9.50971771753886
2018,S12000034,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000034,,45-64 years,,All,d,Stroke,,c,,c,9.12401552604527
2018,S12000034,,65-74 years,,All,d,Stroke,,c,,c,59.39027627198443
2018,S12000034,,75plus years,,All,d,Stroke,,c,,c,340.8384853823094
2018,S12000034,,All,d,All,d,Stroke,92,,35.1856809576624,,39.32930680736821
2018,S12000035,,under75 years,,All,d,Stroke,,c,,c,0.9315591929648648
2018,S12000035,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000035,,45-64 years,,All,d,Stroke,0,,0,,0
2018,S12000035,,65-74 years,,All,d,Stroke,,c,,c,8.073513005695496
2018,S12000035,,75plus years,,All,d,Stroke,,c,,c,324.36324034818415
2018,S12000035,,All,d,All,d,Stroke,35,,40.5750057964294,,30.0404104969346
2018,S12000036,,under75 years,,All,d,Stroke,,c,,c,7.05669053074126
2018,S12000036,,0-44 years,,All,d,Stroke,,c,,c,0.4009577161448489
2018,S12000036,,45-64 years,,All,d,Stroke,,c,,c,9.21159560930636
2018,S12000036,,65-74 years,,All,d,Stroke,,c,,c,35.84760361704898
2018,S12000036,,75plus years,,All,d,Stroke,,c,,c,336.7674216476329
2018,S12000036,,All,d,All,d,Stroke,155,,29.893924783028,,36.73065633126151
2018,S12000038,,under75 years,,All,d,Stroke,,c,,c,9.145500962356028
2018,S12000038,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000038,,45-64 years,,All,d,Stroke,,c,,c,13.853798952058098
2018,S12000038,,65-74 years,,All,d,Stroke,,c,,c,44.296658604272295
2018,S12000038,,75plus years,,All,d,Stroke,,c,,c,301.7885757240598
2018,S12000038,,All,d,All,d,Stroke,58,,32.6227571854435,,35.483377690909364
2018,S12000039,,under75 years,,All,d,Stroke,,c,,c,7.075854157729427
2018,S12000039,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000039,,45-64 years,,All,d,Stroke,,c,,c,10.935181354297828
2018,S12000039,,65-74 years,,All,d,Stroke,,c,,c,33.72575452042719
2018,S12000039,,75plus years,,All,d,Stroke,,c,,c,340.47728997229626
2018,S12000039,,All,d,All,d,Stroke,29,,32.5367440816784,,37.081983381040445
2018,S12000040,,under75 years,,All,d,Stroke,,c,,c,12.349889877395247
2018,S12000040,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000040,,45-64 years,,All,d,Stroke,,c,,c,15.449074113911337
2018,S12000040,,65-74 years,,All,d,Stroke,,c,,c,68.04185855469689
2018,S12000040,,75plus years,,All,d,Stroke,,c,,c,295.6683339549779
2018,S12000040,,All,d,All,d,Stroke,56,,30.7455803228286,,37.848549844377686
2018,S12000041,,under75 years,,All,d,Stroke,,c,,c,5.665253657701814
2018,S12000041,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000041,,45-64 years,,All,d,Stroke,,c,,c,11.541487451911012
2018,S12000041,,65-74 years,,All,d,Stroke,,c,,c,19.970349083354588
2018,S12000041,,75plus years,,All,d,Stroke,,c,,c,293.24369763957833
2018,S12000041,,All,d,All,d,Stroke,42,,36.1944157187177,,31.5473136160707
2018,S12000042,,under75 years,,All,d,Stroke,,c,,c,10.647342757581187
2018,S12000042,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000042,,45-64 years,,All,d,Stroke,,c,,c,18.572434917638187
2018,S12000042,,65-74 years,,All,d,Stroke,,c,,c,45.40368244023581
2018,S12000042,,75plus years,,All,d,Stroke,,c,,c,315.2871077783627
2018,S12000042,,All,d,All,d,Stroke,56,,37.6470588235294,,38.06492160945152
2018,S12000045,,under75 years,,All,d,Stroke,,c,,c,7.500591392035937
2018,S12000045,,0-44 years,,All,d,Stroke,0,,0,,0
2018,S12000045,,45-64 years,,All,d,Stroke,,c,,c,12.792274917506775
2018,S12000045,,65-74 years,,All,d,Stroke,,c,,c,32.7198601296515
2018,S12000045,,75plus years,,All,d,Stroke,,c,,c,394.70990541511185
2018,S12000045,,All,d,All,d,Stroke,52,,48.0014769685221,,42.34942965411277
2018,S12000047,,under75 years,,All,d,Stroke,,c,,c,7.087515379509317
2018,S12000047,,0-44 years,,All,d,Stroke,,c,,c,0.5642449274381024
2018,S12000047,,45-64 years,,All,d,Stroke,,c,,c,6.5418389255555685
2018,S12000047,,65-74 years,,All,d,Stroke,,c,,c,42.012946850139784
2018,S12000047,,75plus years,,All,d,Stroke,,c,,c,370.2895049975327
2018,S12000047,,All,d,All,d,Stroke,140,,37.6435159043855,,39.77569444513142
2018,S12000048,,under75 years,,All,d,Stroke,,c,,c,4.634201910892217
2018,S12000048,,0-44 years,,All,d,Stroke,,c,,c,1.5122448626881664
2018,S12000048,,45-64 years,,All,d,Stroke,,c,,c,4.459745406309524
2018,S12000048,,65-74 years,,All,d,Stroke,,c,,c,21.130276003697944
2018,S12000048,,75plus years,,All,d,Stroke,,c,,c,215.7790763192203
2018,S12000048,,All,d,All,d,Stroke,45,,29.7441998810232,,23.637240607641747
2018,S12000049,,under75 years,,All,d,Stroke,,c,,c,15.087860423918851
2018,S12000049,,0-44 years,,All,d,Stroke,,c,,c,0.970415120164891
2018,S12000049,,45-64 years,,All,d,Stroke,,c,,c,20.940224681575785
2018,S12000049,,65-74 years,,All,d,Stroke,,c,,c,72.92161219294793
2018,S12000049,,75plus years,,All,d,Stroke,,c,,c,304.1992125718046
2018,S12000049,,All,d,All,d,Stroke,186,,29.6930125636564,,41.10788211722857
2018,S12000050,,under75 years,,All,d,Stroke,,c,,c,12.141124843088546
2018,S12000050,,0-44 years,,All,d,Stroke,,c,,c,0.6312311532412818
2018,S12000050,,45-64 years,,All,d,Stroke,,c,,c,9.718045712170005
2018,S12000050,,65-74 years,,All,d,Stroke,,c,,c,77.45025400700223
2018,S12000050,,75plus years,,All,d,Stroke,,c,,c,367.62945409542726
2018,S12000050,,All,d,All,d,Stroke,114,,33.5116702921982,,44.13507447579903
2019,S92000003,d,under75 years,,All,d,Stroke,463,,9.26471574031182,,9.163343119622905
2019,S92000003,d,0-44 years,,All,d,Stroke,20,,0.685215214107485,,0.7344917823704417
2019,S92000003,d,45-64 years,,All,d,Stroke,159,,10.5974283573853,,10.513634721480022
2019,S92000003,d,65-74 years,,All,d,Stroke,284,,49.1094587584299,,49.1038426208057
2019,S92000003,d,75plus years,,All,d,Stroke,1630,,349.901791368374,,345.9652675234503
2019,S92000003,d,All,d,All,d,Stroke,2093,,38.3101788296451,,39.47551631596737
2019,S12000005,,under75 years,,All,d,Stroke,,c,,c,11.107442838384154
2019,S12000005,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000005,,45-64 years,,All,d,Stroke,,c,,c,25.321032629318495
2019,S12000005,,65-74 years,,All,d,Stroke,,c,,c,32.359041296763614
2019,S12000005,,75plus years,,All,d,Stroke,,c,,c,407.7005715561458
2019,S12000005,,All,d,All,d,Stroke,22,,42.6852929763291,,46.800824422982714
2019,S12000006,,under75 years,,All,d,Stroke,,c,,c,11.763504555380123
2019,S12000006,,0-44 years,,All,d,Stroke,,c,,c,1.5715857300015714
2019,S12000006,,45-64 years,,All,d,Stroke,,c,,c,6.990096670655631
2019,S12000006,,65-74 years,,All,d,Stroke,,c,,c,76.22625936639352
2019,S12000006,,75plus years,,All,d,Stroke,,c,,c,428.2201327685293
2019,S12000006,,All,d,All,d,Stroke,93,,62.4748085449416,,49.24460109456355
2019,S12000008,,under75 years,,All,d,Stroke,,c,,c,12.820725674784963
2019,S12000008,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000008,,45-64 years,,All,d,Stroke,,c,,c,19.06344166315932
2019,S12000008,,65-74 years,,All,d,Stroke,,c,,c,63.000460222067595
2019,S12000008,,75plus years,,All,d,Stroke,,c,,c,426.20656545579794
2019,S12000008,,All,d,All,d,Stroke,59,,48.3566920744201,,50.025451255076135
2019,S12000010,,under75 years,,All,d,Stroke,,c,,c,7.129947934412385
2019,S12000010,,0-44 years,,All,d,Stroke,,c,,c,3.844207592926834
2019,S12000010,,45-64 years,,All,d,Stroke,0,,0,,0
2019,S12000010,,65-74 years,,All,d,Stroke,,c,,c,42.022671620331245
2019,S12000010,,75plus years,,All,d,Stroke,,c,,c,293.7973467619985
2019,S12000010,,All,d,All,d,Stroke,36,,33.6165841815296,,32.93001382889513
2019,S12000011,,under75 years,,All,d,Stroke,,c,,c,7.588530507194364
2019,S12000011,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000011,,45-64 years,,All,d,Stroke,,c,,c,7.515868941966471
2019,S12000011,,65-74 years,,All,d,Stroke,,c,,c,46.798642780245295
2019,S12000011,,75plus years,,All,d,Stroke,,c,,c,240.3359467862053
2019,S12000011,,All,d,All,d,Stroke,28,,29.3101643462787,,28.535797972305343
2019,S12000013,,under75 years,,All,d,Stroke,,c,,c,9.86540638132216
2019,S12000013,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000013,,45-64 years,,All,d,Stroke,,c,,c,23.01108926479511
2019,S12000013,,65-74 years,,All,d,Stroke,,c,,c,27.424582398404393
2019,S12000013,,75plus years,,All,d,Stroke,,c,,c,335.22786334229005
2019,S12000013,,All,d,All,d,Stroke,15,,56.1377245508982,,39.148027507809275
2019,S12000014,,under75 years,,All,d,Stroke,,c,,c,8.408761405118094
2019,S12000014,,0-44 years,,All,d,Stroke,,c,,c,1.200941538165922
2019,S12000014,,45-64 years,,All,d,Stroke,,c,,c,12.669487812675923
2019,S12000014,,65-74 years,,All,d,Stroke,,c,,c,34.724287406559505
2019,S12000014,,75plus years,,All,d,Stroke,,c,,c,476.0057630293366
2019,S12000014,,All,d,All,d,Stroke,79,,49.1018708434334,,50.49249155129776
2019,S12000017,,under75 years,,All,d,Stroke,,c,,c,8.096030024809066
2019,S12000017,,0-44 years,,All,d,Stroke,,c,,c,0.9583737219401864
2019,S12000017,,45-64 years,,All,d,Stroke,,c,,c,8.464213774148014
2019,S12000017,,65-74 years,,All,d,Stroke,,c,,c,43.87475107218405
2019,S12000017,,75plus years,,All,d,Stroke,,c,,c,401.2258096436739
2019,S12000017,,All,d,All,d,Stroke,116,,49.1879743883306,,43.4777101905069
2019,S12000018,,under75 years,,All,d,Stroke,,c,,c,6.601020954319717
2019,S12000018,,0-44 years,,All,d,Stroke,,c,,c,2.906493937884073
2019,S12000018,,45-64 years,,All,d,Stroke,,c,,c,7.896184577242708
2019,S12000018,,65-74 years,,All,d,Stroke,,c,,c,22.332699323849763
2019,S12000018,,75plus years,,All,d,Stroke,,c,,c,353.3733286108927
2019,S12000018,,All,d,All,d,Stroke,33,,42.4164524421594,,37.81052864341129
2019,S12000019,,under75 years,,All,d,Stroke,,c,,c,4.602219458811577
2019,S12000019,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000019,,45-64 years,,All,d,Stroke,,c,,c,4.179603534750418
2019,S12000019,,65-74 years,,All,d,Stroke,,c,,c,29.33737876961595
2019,S12000019,,75plus years,,All,d,Stroke,,c,,c,227.4958499435959
2019,S12000019,,All,d,All,d,Stroke,21,,22.7125243348475,,24.662646202442165
2019,S12000020,,under75 years,,All,d,Stroke,,c,,c,7.604429524227643
2019,S12000020,,0-44 years,,All,d,Stroke,,c,,c,2.37590963397415
2019,S12000020,,45-64 years,,All,d,Stroke,,c,,c,14.06261356942584
2019,S12000020,,65-74 years,,All,d,Stroke,,c,,c,18.194733988602533
2019,S12000020,,75plus years,,All,d,Stroke,,c,,c,395.0765208505884
2019,S12000020,,All,d,All,d,Stroke,44,,45.9194322688374,,42.476917743600104
2019,S12000021,,under75 years,,All,d,Stroke,,c,,c,9.008042730301002
2019,S12000021,,0-44 years,,All,d,Stroke,,c,,c,1.681318153432291
2019,S12000021,,45-64 years,,All,d,Stroke,,c,,c,9.429758141503015
2019,S12000021,,65-74 years,,All,d,Stroke,,c,,c,45.62401118306835
2019,S12000021,,75plus years,,All,d,Stroke,,c,,c,431.2052796283453
2019,S12000021,,All,d,All,d,Stroke,61,,45.2723764286775,,47.005794051124994
2019,S12000023,,under75 years,,All,d,Stroke,,c,,c,4.029304029304029
2019,S12000023,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000023,,45-64 years,,All,d,Stroke,0,,0,,0
2019,S12000023,,65-74 years,,All,d,Stroke,,c,,c,34.92063492063492
2019,S12000023,,75plus years,,All,d,Stroke,,c,,c,234.3916468191439
2019,S12000023,,All,d,All,d,Stroke,7,,31.4324202963628,,24.761914880389615
2019,S12000026,,under75 years,,All,d,Stroke,,c,,c,7.322328284906939
2019,S12000026,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000026,,45-64 years,,All,d,Stroke,,c,,c,2.626015939916755
2019,S12000026,,65-74 years,,All,d,Stroke,,c,,c,56.83261443035593
2019,S12000026,,75plus years,,All,d,Stroke,,c,,c,450.854000224228
2019,S12000026,,All,d,All,d,Stroke,64,,55.4064583152974,,47.24017875944583
2019,S12000027,,under75 years,,All,d,Stroke,,c,,c,4.754207473614148
2019,S12000027,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000027,,45-64 years,,All,d,Stroke,,c,,c,16.325769060335375
2019,S12000027,,65-74 years,,All,d,Stroke,0,,0,,0
2019,S12000027,,75plus years,,All,d,Stroke,,c,,c,137.3669800899848
2019,S12000027,,All,d,All,d,Stroke,4,,17.4520069808028,,16.689357009087505
2019,S12000028,,under75 years,,All,d,Stroke,,c,,c,12.94635087558656
2019,S12000028,,0-44 years,,All,d,Stroke,,c,,c,2.422078281570061
2019,S12000028,,45-64 years,,All,d,Stroke,,c,,c,9.675894583569384
2019,S12000028,,65-74 years,,All,d,Stroke,,c,,c,75.32519009609572
2019,S12000028,,75plus years,,All,d,Stroke,,c,,c,341.4344848784127
2019,S12000028,,All,d,All,d,Stroke,67,,59.4973803392239,,42.51028293584092
2019,S12000029,,under75 years,,All,d,Stroke,,c,,c,9.849106406484328
2019,S12000029,,0-44 years,,All,d,Stroke,,c,,c,1.3750156897250634
2019,S12000029,,45-64 years,,All,d,Stroke,,c,,c,9.49287700667957
2019,S12000029,,65-74 years,,All,d,Stroke,,c,,c,54.329199530277315
2019,S12000029,,75plus years,,All,d,Stroke,,c,,c,352.7148442048868
2019,S12000029,,All,d,All,d,Stroke,134,,41.8057592113063,,40.707022808340554
2019,S12000030,,under75 years,,All,d,Stroke,,c,,c,6.900599676556642
2019,S12000030,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000030,,45-64 years,,All,d,Stroke,,c,,c,3.7478851219668896
2019,S12000030,,65-74 years,,All,d,Stroke,,c,,c,50.346249031860175
2019,S12000030,,75plus years,,All,d,Stroke,,c,,c,407.8547072195522
2019,S12000030,,All,d,All,d,Stroke,41,,43.5197961999788,,42.98646935542625
2019,S12000033,,under75 years,,All,d,Stroke,,c,,c,7.958681402927291
2019,S12000033,,0-44 years,,All,d,Stroke,,c,,c,0.8972150445018663
2019,S12000033,,45-64 years,,All,d,Stroke,,c,,c,5.480243080434148
2019,S12000033,,65-74 years,,All,d,Stroke,,c,,c,50.5299003458836
2019,S12000033,,75plus years,,All,d,Stroke,,c,,c,369.014468781187
2019,S12000033,,All,d,All,d,Stroke,78,,34.1102899374645,,40.453702266970666
2019,S12000034,,under75 years,,All,d,Stroke,,c,,c,6.151906601281919
2019,S12000034,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000034,,45-64 years,,All,d,Stroke,,c,,c,9.08568023133974
2019,S12000034,,65-74 years,,All,d,Stroke,,c,,c,30.38599757963349
2019,S12000034,,75plus years,,All,d,Stroke,,c,,c,326.6788069242446
2019,S12000034,,All,d,All,d,Stroke,87,,33.3065349718617,,34.99932763034856
2019,S12000035,,under75 years,,All,d,Stroke,,c,,c,9.920428656889142
2019,S12000035,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000035,,45-64 years,,All,d,Stroke,,c,,c,14.457175351158762
2019,S12000035,,65-74 years,,All,d,Stroke,,c,,c,49.489891521067115
2019,S12000035,,75plus years,,All,d,Stroke,,c,,c,278.0568479481142
2019,S12000035,,All,d,All,d,Stroke,36,,41.9238383603121,,34.05270639309939
2019,S12000036,,under75 years,,All,d,Stroke,,c,,c,10.031527753660145
2019,S12000036,,0-44 years,,All,d,Stroke,,c,,c,0.4067211758054705
2019,S12000036,,45-64 years,,All,d,Stroke,,c,,c,10.96479472280718
2019,S12000036,,65-74 years,,All,d,Stroke,,c,,c,57.175144946208334
2019,S12000036,,75plus years,,All,d,Stroke,,c,,c,277.9147480691003
2019,S12000036,,All,d,All,d,Stroke,149,,28.3847370125541,,34.141017582049756
2019,S12000038,,under75 years,,All,d,Stroke,,c,,c,11.866280248971062
2019,S12000038,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000038,,45-64 years,,All,d,Stroke,,c,,c,21.381206449905424
2019,S12000038,,65-74 years,,All,d,Stroke,,c,,c,48.87900302227363
2019,S12000038,,75plus years,,All,d,Stroke,,c,,c,312.7188157791382
2019,S12000038,,All,d,All,d,Stroke,68,,37.9676158570631,,38.94300844668611
2019,S12000039,,under75 years,,All,d,Stroke,,c,,c,8.689539067375103
2019,S12000039,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000039,,45-64 years,,All,d,Stroke,,c,,c,8.098602415790172
2019,S12000039,,65-74 years,,All,d,Stroke,,c,,c,54.8700086773995
2019,S12000039,,75plus years,,All,d,Stroke,,c,,c,359.37727795085044
2019,S12000039,,All,d,All,d,Stroke,33,,37.1078376250984,,40.251435566887885
2019,S12000040,,under75 years,,All,d,Stroke,,c,,c,6.533097334099283
2019,S12000040,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000040,,45-64 years,,All,d,Stroke,,c,,c,6.158649101746595
2019,S12000040,,65-74 years,,All,d,Stroke,,c,,c,41.07691963873809
2019,S12000040,,75plus years,,All,d,Stroke,,c,,c,255.8467327500711
2019,S12000040,,All,d,All,d,Stroke,38,,20.7536865101038,,28.97132452153675
2019,S12000041,,under75 years,,All,d,Stroke,,c,,c,8.766231625247359
2019,S12000041,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000041,,45-64 years,,All,d,Stroke,,c,,c,6.091333326569114
2019,S12000041,,65-74 years,,All,d,Stroke,,c,,c,60.60064235651696
2019,S12000041,,75plus years,,All,d,Stroke,,c,,c,369.94519555009214
2019,S12000041,,All,d,All,d,Stroke,61,,52.4956970740103,,41.2723383784834
2019,S12000042,,under75 years,,All,d,Stroke,,c,,c,11.37257100803016
2019,S12000042,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000042,,45-64 years,,All,d,Stroke,,c,,c,13.866621275339533
2019,S12000042,,65-74 years,,All,d,Stroke,,c,,c,63.565571231833026
2019,S12000042,,75plus years,,All,d,Stroke,,c,,c,366.25779130636386
2019,S12000042,,All,d,All,d,Stroke,62,,41.5215644253951,,43.31224083488019
2019,S12000045,,under75 years,,All,d,Stroke,,c,,c,3.5511416394161435
2019,S12000045,,0-44 years,,All,d,Stroke,0,,0,,0
2019,S12000045,,45-64 years,,All,d,Stroke,,c,,c,5.580443488996495
2019,S12000045,,65-74 years,,All,d,Stroke,,c,,c,16.692584450329708
2019,S12000045,,75plus years,,All,d,Stroke,,c,,c,234.5142854994305
2019,S12000045,,All,d,All,d,Stroke,31,,28.5346097201767,,24.337824586817437
2019,S12000047,,under75 years,,All,d,Stroke,,c,,c,10.882136617675544
2019,S12000047,,0-44 years,,All,d,Stroke,,c,,c,0.6141837848461558
2019,S12000047,,45-64 years,,All,d,Stroke,,c,,c,10.346634330434098
2019,S12000047,,65-74 years,,All,d,Stroke,,c,,c,65.04025695907413
2019,S12000047,,75plus years,,All,d,Stroke,,c,,c,388.6258758616718
2019,S12000047,,All,d,All,d,Stroke,171,,45.7770044170794,,44.8790731496352
2019,S12000048,,under75 years,,All,d,Stroke,,c,,c,6.303089763374563
2019,S12000048,,0-44 years,,All,d,Stroke,,c,,c,1.479478495211042
2019,S12000048,,45-64 years,,All,d,Stroke,,c,,c,6.396594849173185
2019,S12000048,,65-74 years,,All,d,Stroke,,c,,c,30.874244402152343
2019,S12000048,,75plus years,,All,d,Stroke,,c,,c,306.30469160080384
2019,S12000048,,All,d,All,d,Stroke,63,,41.4610069101678,,33.3032339287432
2019,S12000049,,under75 years,,All,d,Stroke,,c,,c,12.665345305677386
2019,S12000049,,0-44 years,,All,d,Stroke,,c,,c,0.8529222859924958
2019,S12000049,,45-64 years,,All,d,Stroke,,c,,c,18.67931149958531
2019,S12000049,,65-74 years,,All,d,Stroke,,c,,c,58.236844250860614
2019,S12000049,,75plus years,,All,d,Stroke,,c,,c,313.66094323792123
2019,S12000049,,All,d,All,d,Stroke,176,,27.798837503159,,39.75494911957932
2019,S12000050,,under75 years,,All,d,Stroke,,c,,c,8.097431193303422
2019,S12000050,,0-44 years,,All,d,Stroke,,c,,c,0.6255048717893728
2019,S12000050,,45-64 years,,All,d,Stroke,,c,,c,10.332202685911668
2019,S12000050,,65-74 years,,All,d,Stroke,,c,,c,40.884343270221535
2019,S12000050,,75plus years,,All,d,Stroke,,c,,c,368.7167330499204
2019,S12000050,,All,d,All,d,Stroke,116,,33.980724726836,,40.55316836039895
2020,S92000003,d,under75 years,,All,d,Stroke,520,,10.4079454255379,,10.19346412700726
2020,S92000003,d,0-44 years,,All,d,Stroke,19,,0.651807737300898,,0.7224507452389881
2020,S92000003,d,45-64 years,,All,d,Stroke,170,,11.3716177798589,,11.2165867075567
2020,S92000003,d,65-74 years,,All,d,Stroke,331,,56.4593023950002,,56.31936643471454
2020,S92000003,d,75plus years,,All,d,Stroke,1660,,353.329062166759,,355.10925754238224
2020,S92000003,d,All,d,All,d,Stroke,2180,,39.882912550311,,41.23588553439101
2020,S12000005,,under75 years,,All,d,Stroke,,c,,c,16.31578626095661
2020,S12000005,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000005,,45-64 years,,All,d,Stroke,,c,,c,18.959704248751624
2020,S12000005,,65-74 years,,All,d,Stroke,,c,,c,93.55279877667935
2020,S12000005,,75plus years,,All,d,Stroke,,c,,c,263.634362416374
2020,S12000005,,All,d,All,d,Stroke,21,,40.9436537336713,,38.57445811494418
2020,S12000006,,under75 years,,All,d,Stroke,,c,,c,9.88026523296295
2020,S12000006,,0-44 years,,All,d,Stroke,,c,,c,1.9295866274133615
2020,S12000006,,45-64 years,,All,d,Stroke,,c,,c,4.193974818122561
2020,S12000006,,65-74 years,,All,d,Stroke,,c,,c,65.1205833941961
2020,S12000006,,75plus years,,All,d,Stroke,,c,,c,313.1429844499846
2020,S12000006,,All,d,All,d,Stroke,73,,49.2278643199137,,37.1739099624949
2020,S12000008,,under75 years,,All,d,Stroke,,c,,c,10.025540267003816
2020,S12000008,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000008,,45-64 years,,All,d,Stroke,,c,,c,17.65282270303209
2020,S12000008,,65-74 years,,All,d,Stroke,,c,,c,42.33565358733303
2020,S12000008,,75plus years,,All,d,Stroke,,c,,c,406.4583654546139
