Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2020,S12000008,,All,d,All,d,Stroke,53,,43.5855263157895,,45.704494533888735
2020,S12000010,,under75 years,,All,d,Stroke,,c,,c,5.785047046737859
2020,S12000010,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000010,,45-64 years,,All,d,Stroke,,c,,c,9.45760627985057
2020,S12000010,,65-74 years,,All,d,Stroke,,c,,c,26.26787760353382
2020,S12000010,,75plus years,,All,d,Stroke,,c,,c,336.8273461403212
2020,S12000010,,All,d,All,d,Stroke,37,,34.2910101946247,,35.57885396516036
2020,S12000011,,under75 years,,All,d,Stroke,,c,,c,9.463846172588452
2020,S12000011,,0-44 years,,All,d,Stroke,,c,,c,2.437634069873843
2020,S12000011,,45-64 years,,All,d,Stroke,,c,,c,7.24311847428739
2020,S12000011,,65-74 years,,All,d,Stroke,,c,,c,51.203344987023414
2020,S12000011,,75plus years,,All,d,Stroke,,c,,c,352.6924528607086
2020,S12000011,,All,d,All,d,Stroke,43,,44.7636893608162,,40.35442077451926
2020,S12000013,,under75 years,,All,d,Stroke,,c,,c,15.627509591442182
2020,S12000013,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000013,,45-64 years,,All,d,Stroke,,c,,c,23.19938393285256
2020,S12000013,,65-74 years,,All,d,Stroke,,c,,c,76.88759034291866
2020,S12000013,,75plus years,,All,d,Stroke,,c,,c,374.73152339276714
2020,S12000013,,All,d,All,d,Stroke,18,,67.9245283018868,,47.946870833561434
2020,S12000014,,under75 years,,All,d,Stroke,,c,,c,7.165723063479918
2020,S12000014,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000014,,45-64 years,,All,d,Stroke,,c,,c,6.605756815648113
2020,S12000014,,65-74 years,,All,d,Stroke,,c,,c,45.43126125352357
2020,S12000014,,75plus years,,All,d,Stroke,,c,,c,378.7000711151393
2020,S12000014,,All,d,All,d,Stroke,60,,37.3692077727952,,40.603814388129265
2020,S12000017,,under75 years,,All,d,Stroke,,c,,c,9.03217346403529
2020,S12000017,,0-44 years,,All,d,Stroke,,c,,c,0.9524587041119004
2020,S12000017,,45-64 years,,All,d,Stroke,,c,,c,10.520287307241457
2020,S12000017,,65-74 years,,All,d,Stroke,,c,,c,46.82927633935907
2020,S12000017,,75plus years,,All,d,Stroke,,c,,c,367.8152288994563
2020,S12000017,,All,d,All,d,Stroke,107,,45.4487533449433,,41.32264845322318
2020,S12000018,,under75 years,,All,d,Stroke,,c,,c,9.803229734902
2020,S12000018,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000018,,45-64 years,,All,d,Stroke,0,,0,,0
2020,S12000018,,65-74 years,,All,d,Stroke,,c,,c,84.96132436915066
2020,S12000018,,75plus years,,All,d,Stroke,,c,,c,494.0420287969669
2020,S12000018,,All,d,All,d,Stroke,42,,54.5029846872567,,53.38472165048784
2020,S12000019,,under75 years,,All,d,Stroke,,c,,c,7.957286635376573
2020,S12000019,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000019,,45-64 years,,All,d,Stroke,,c,,c,8.172186592380488
2020,S12000019,,65-74 years,,All,d,Stroke,,c,,c,48.33810848773193
2020,S12000019,,75plus years,,All,d,Stroke,,c,,c,218.7663238292945
2020,S12000019,,All,d,All,d,Stroke,23,,24.6913580246914,,26.93009998282918
2020,S12000020,,under75 years,,All,d,Stroke,,c,,c,6.970152414051262
2020,S12000020,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000020,,45-64 years,,All,d,Stroke,,c,,c,3.4104980376518985
2020,S12000020,,65-74 years,,All,d,Stroke,,c,,c,51.80054016008471
2020,S12000020,,75plus years,,All,d,Stroke,,c,,c,363.2825220520462
2020,S12000020,,All,d,All,d,Stroke,41,,42.837739003239,,39.03826568147082
2020,S12000021,,under75 years,,All,d,Stroke,,c,,c,10.93228220266056
2020,S12000021,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000021,,45-64 years,,All,d,Stroke,,c,,c,12.684252066170602
2020,S12000021,,65-74 years,,All,d,Stroke,,c,,c,62.73380958938952
2020,S12000021,,75plus years,,All,d,Stroke,,c,,c,456.0091583131322
2020,S12000021,,All,d,All,d,Stroke,73,,54.3761638733706,,50.98920105260301
2020,S12000023,,under75 years,,All,d,Stroke,,c,,c,7.947957138285591
2020,S12000023,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000023,,45-64 years,,All,d,Stroke,0,,0,,0
2020,S12000023,,65-74 years,,All,d,Stroke,,c,,c,68.88229519847512
2020,S12000023,,75plus years,,All,d,Stroke,,c,,c,385.64471101746034
2020,S12000023,,All,d,All,d,Stroke,12,,53.5714285714286,,41.94066498741132
2020,S12000026,,under75 years,,All,d,Stroke,,c,,c,8.996987410702864
2020,S12000026,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000026,,45-64 years,,All,d,Stroke,,c,,c,5.208813312124113
2020,S12000026,,65-74 years,,All,d,Stroke,,c,,c,64.82783824787349
2020,S12000026,,75plus years,,All,d,Stroke,,c,,c,413.4826227017755
2020,S12000026,,All,d,All,d,Stroke,65,,56.4040263797293,,45.400694586899405
2020,S12000027,,under75 years,,All,d,Stroke,,c,,c,4.540913631822722
2020,S12000027,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000027,,45-64 years,,All,d,Stroke,,c,,c,15.593326056447838
2020,S12000027,,65-74 years,,All,d,Stroke,0,,0,,0
2020,S12000027,,75plus years,,All,d,Stroke,,c,,c,239.91100529254425
2020,S12000027,,All,d,All,d,Stroke,6,,26.2352426759948,,25.724221881287654
2020,S12000028,,under75 years,,All,d,Stroke,,c,,c,6.051746807173898
2020,S12000028,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000028,,45-64 years,,All,d,Stroke,,c,,c,8.12172745200675
2020,S12000028,,65-74 years,,All,d,Stroke,,c,,c,31.95077923568055
2020,S12000028,,75plus years,,All,d,Stroke,,c,,c,444.92347562785824
2020,S12000028,,All,d,All,d,Stroke,68,,60.6384876047797,,45.55020240103549
2020,S12000029,,under75 years,,All,d,Stroke,,c,,c,11.500827779509972
2020,S12000029,,0-44 years,,All,d,Stroke,,c,,c,1.2538580246913582
2020,S12000029,,45-64 years,,All,d,Stroke,,c,,c,12.206224704606768
2020,S12000029,,65-74 years,,All,d,Stroke,,c,,c,62.419241898094754
2020,S12000029,,75plus years,,All,d,Stroke,,c,,c,365.87300063590385
2020,S12000029,,All,d,All,d,Stroke,136,,42.3913721089708,,43.394323336585416
2020,S12000030,,under75 years,,All,d,Stroke,,c,,c,7.744300311460449
2020,S12000030,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000030,,45-64 years,,All,d,Stroke,,c,,c,7.537673040900473
2020,S12000030,,65-74 years,,All,d,Stroke,,c,,c,48.09361835800366
2020,S12000030,,75plus years,,All,d,Stroke,,c,,c,371.4447216029216
2020,S12000030,,All,d,All,d,Stroke,39,,41.4540816326531,,40.477338227691945
2020,S12000033,,under75 years,,All,d,Stroke,,c,,c,9.010995563522496
2020,S12000033,,0-44 years,,All,d,Stroke,,c,,c,0.5115612850419481
2020,S12000033,,45-64 years,,All,d,Stroke,,c,,c,12.27306393504423
2020,S12000033,,65-74 years,,All,d,Stroke,,c,,c,44.489532629486654
2020,S12000033,,75plus years,,All,d,Stroke,,c,,c,356.2062752562121
2020,S12000033,,All,d,All,d,Stroke,74,,32.3059460403388,,40.25857073586456
2020,S12000034,,under75 years,,All,d,Stroke,,c,,c,9.321178032025044
2020,S12000034,,0-44 years,,All,d,Stroke,,c,,c,1.5230834171029213
2020,S12000034,,45-64 years,,All,d,Stroke,,c,,c,10.336695763802965
2020,S12000034,,65-74 years,,All,d,Stroke,,c,,c,46.86269129999457
2020,S12000034,,75plus years,,All,d,Stroke,,c,,c,319.01580452534006
2020,S12000034,,All,d,All,d,Stroke,95,,36.4291740164123,,37.1936944164234
2020,S12000035,,under75 years,,All,d,Stroke,,c,,c,8.299573436778505
2020,S12000035,,0-44 years,,All,d,Stroke,,c,,c,2.8565365718296523
2020,S12000035,,45-64 years,,All,d,Stroke,,c,,c,6.580405422176393
2020,S12000035,,65-74 years,,All,d,Stroke,,c,,c,40.631187064796976
2020,S12000035,,75plus years,,All,d,Stroke,,c,,c,423.9369726473598
2020,S12000035,,All,d,All,d,Stroke,48,,56.186351398806,,45.70693936573082
2020,S12000036,,under75 years,,All,d,Stroke,,c,,c,9.168814733678609
2020,S12000036,,0-44 years,,All,d,Stroke,,c,,c,0.7316680568359746
2020,S12000036,,45-64 years,,All,d,Stroke,,c,,c,10.7697595326882
2020,S12000036,,65-74 years,,All,d,Stroke,,c,,c,48.5193750551784
2020,S12000036,,75plus years,,All,d,Stroke,,c,,c,300.9899000795221
2020,S12000036,,All,d,All,d,Stroke,152,,28.8086122588226,,35.43271241480451
2020,S12000038,,under75 years,,All,d,Stroke,,c,,c,9.628377284679765
2020,S12000038,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000038,,45-64 years,,All,d,Stroke,,c,,c,12.149691361543928
2020,S12000038,,65-74 years,,All,d,Stroke,,c,,c,52.78242969761378
2020,S12000038,,75plus years,,All,d,Stroke,,c,,c,390.5491855844703
2020,S12000038,,All,d,All,d,Stroke,75,,41.8083505212108,,43.91125003166092
2020,S12000039,,under75 years,,All,d,Stroke,,c,,c,15.691488491207464
2020,S12000039,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000039,,45-64 years,,All,d,Stroke,,c,,c,17.90248043710494
2020,S12000039,,65-74 years,,All,d,Stroke,,c,,c,90.81044963015223
2020,S12000039,,75plus years,,All,d,Stroke,,c,,c,389.60567926027664
2020,S12000039,,All,d,All,d,Stroke,42,,47.5435816164818,,49.3437656604237
2020,S12000040,,under75 years,,All,d,Stroke,,c,,c,6.619522249071861
2020,S12000040,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000040,,45-64 years,,All,d,Stroke,,c,,c,9.784727844158564
2020,S12000040,,65-74 years,,All,d,Stroke,,c,,c,32.67440350431785
2020,S12000040,,75plus years,,All,d,Stroke,,c,,c,306.61794485377527
2020,S12000040,,All,d,All,d,Stroke,49,,26.6565118050267,,33.619380283495175
2020,S12000041,,under75 years,,All,d,Stroke,,c,,c,7.815373411972426
2020,S12000041,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000041,,45-64 years,,All,d,Stroke,,c,,c,11.638687412649803
2020,S12000041,,65-74 years,,All,d,Stroke,,c,,c,38.35940610040677
2020,S12000041,,75plus years,,All,d,Stroke,,c,,c,398.7202070433713
2020,S12000041,,All,d,All,d,Stroke,61,,52.6679329994819,,42.99680843879833
2020,S12000042,,under75 years,,All,d,Stroke,,c,,c,9.946353196525337
2020,S12000042,,0-44 years,,All,d,Stroke,,c,,c,1.735801146620643
2020,S12000042,,45-64 years,,All,d,Stroke,,c,,c,8.242628718277672
2020,S12000042,,65-74 years,,All,d,Stroke,,c,,c,56.4719255173269
2020,S12000042,,75plus years,,All,d,Stroke,,c,,c,314.69689003113206
2020,S12000042,,All,d,All,d,Stroke,55,,36.9573981991668,,37.37390151163994
2020,S12000045,,under75 years,,All,d,Stroke,,c,,c,9.51987697348079
2020,S12000045,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000045,,45-64 years,,All,d,Stroke,,c,,c,11.980001498157687
2020,S12000045,,65-74 years,,All,d,Stroke,,c,,c,52.27035856053079
2020,S12000045,,75plus years,,All,d,Stroke,,c,,c,293.66604526302694
2020,S12000045,,All,d,All,d,Stroke,45,,41.3793103448276,,35.09303211953994
2020,S12000047,,under75 years,,All,d,Stroke,,c,,c,11.567415118252573
2020,S12000047,,0-44 years,,All,d,Stroke,,c,,c,1.2360022043264942
2020,S12000047,,45-64 years,,All,d,Stroke,,c,,c,15.016586654399754
2020,S12000047,,65-74 years,,All,d,Stroke,,c,,c,55.99534384626285
2020,S12000047,,75plus years,,All,d,Stroke,,c,,c,410.902101221901
2020,S12000047,,All,d,All,d,Stroke,182,,48.6461924999332,,47.50753686758093
2020,S12000048,,under75 years,,All,d,Stroke,,c,,c,8.787496485781219
2020,S12000048,,0-44 years,,All,d,Stroke,0,,0,,0
2020,S12000048,,45-64 years,,All,d,Stroke,,c,,c,13.655238597049284
2020,S12000048,,65-74 years,,All,d,Stroke,,c,,c,41.695081655646185
2020,S12000048,,75plus years,,All,d,Stroke,,c,,c,345.59271149511767
2020,S12000048,,All,d,All,d,Stroke,77,,50.6879073135409,,39.0999658366215
2020,S12000049,,under75 years,,All,d,Stroke,,c,,c,13.90966099618552
2020,S12000049,,0-44 years,,All,d,Stroke,,c,,c,0.992575323956394
2020,S12000049,,45-64 years,,All,d,Stroke,,c,,c,14.289573506311488
2020,S12000049,,65-74 years,,All,d,Stroke,,c,,c,79.38156049923643
2020,S12000049,,75plus years,,All,d,Stroke,,c,,c,329.6454296176218
2020,S12000049,,All,d,All,d,Stroke,185,,29.104524573658,,42.32588017211479
2020,S12000050,,under75 years,,All,d,Stroke,,c,,c,15.892692158737278
2020,S12000050,,0-44 years,,All,d,Stroke,,c,,c,1.1498286308926613
2020,S12000050,,45-64 years,,All,d,Stroke,,c,,c,14.994213801155675
2020,S12000050,,65-74 years,,All,d,Stroke,,c,,c,93.9807213948822
2020,S12000050,,75plus years,,All,d,Stroke,,c,,c,301.3869719696797
2020,S12000050,,All,d,All,d,Stroke,123,,36.0555783549276,,41.5871773417221
2011,S92000003,d,0-44 years,,Males,,Subarachnoid Haemorrhage,13,,0.883783190307754,,0.9066406323280852
2011,S92000003,d,0-44 years,,Females,,Subarachnoid Haemorrhage,10,,0.677454451349964,,0.6915113227861104
2011,S92000003,d,45-64 years,,Males,,Subarachnoid Haemorrhage,22,,3.08861662265388,,3.152793941644572
2011,S92000003,d,45-64 years,,Females,,Subarachnoid Haemorrhage,35,,4.70316321320111,,4.733435307526692
2011,S92000003,d,65-74 years,,Males,,Subarachnoid Haemorrhage,16,,7.04600601552764,,6.923175203784286
2011,S92000003,d,65-74 years,,Females,,Subarachnoid Haemorrhage,24,,9.31311869181726,,9.273954086067672
2011,S92000003,d,75plus years,,Males,,Subarachnoid Haemorrhage,12,,7.50098450421618,,7.597742150284167
2011,S92000003,d,75plus years,,Females,,Subarachnoid Haemorrhage,41,,16.2953836370501,,15.978510035300582
2011,S12000005,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,6.1611040698493165
2011,S12000005,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,6.808278867102396
2011,S12000005,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,27.44372730302153
2011,S12000005,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000005,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000005,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000005,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000005,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000006,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000006,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000006,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.686339680319537
2011,S12000006,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,4.283991946095141
2011,S12000006,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,23.008499576322823
2011,S12000006,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000006,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000006,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,10.2199329572398
2011,S12000008,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000008,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000008,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000008,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.35640156942566
2011,S12000008,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000008,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000008,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,80.26564950004166
2011,S12000008,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000010,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000010,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,3.9257913273661305
2011,S12000010,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,7.418581072726823
2011,S12000010,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,13.535343611883354
2011,S12000010,,65-74 years,,Males,,Subarachnoid Haemorrhage,,c,,c,86.13932687984658
2011,S12000010,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000010,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000010,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000011,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000011,,0-44 years,,Females,,Subarachnoid Haemorrhage,,c,,c,3.8420162901490698
2011,S12000011,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000011,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000011,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000011,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,45.26525439072967
2011,S12000011,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,31.351893654376724
2011,S12000011,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,36.95346519702827
2011,S12000013,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000013,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000013,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000013,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000013,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000013,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,60.83734306730822
2011,S12000013,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000013,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,2.4721784836798184
2011,S12000014,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000014,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000017,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000017,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000017,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000017,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.620016182644708
2011,S12000017,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000017,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,32.2449181885154
2011,S12000017,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,11.795234725171031
2011,S12000017,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,7.959248646927729
2011,S12000018,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.667973699302472
2011,S12000018,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000018,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000018,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,17.07237058432515
2011,S12000018,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000018,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000018,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,38.420162901490706
2011,S12000018,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,20.469990993203965
2011,S12000019,,0-44 years,,Males,,Subarachnoid Haemorrhage,,c,,c,4.264132553606238
2011,S12000019,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000019,,45-64 years,,Males,,Subarachnoid Haemorrhage,,c,,c,9.179753700146875
2011,S12000019,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000019,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000019,,65-74 years,,Females,,Subarachnoid Haemorrhage,,c,,c,22.744660174100037
2011,S12000019,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000019,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,8.036796162120726
2011,S12000020,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000020,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000021,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000021,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000021,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000021,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,5.069102732608452
2011,S12000021,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000021,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000021,,75plus years,,Males,,Subarachnoid Haemorrhage,,c,,c,21.236833163438668
2011,S12000021,,75plus years,,Females,,Subarachnoid Haemorrhage,,c,,c,26.72068536523609
2011,S12000023,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,45-64 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000023,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,45-64 years,,Females,,Subarachnoid Haemorrhage,,c,,c,6.06235835066546
2011,S12000026,,65-74 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,65-74 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,75plus years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000026,,75plus years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000027,,0-44 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000027,,0-44 years,,Females,,Subarachnoid Haemorrhage,0,,0,,0
2011,S12000027,,45-64 years,,Males,,Subarachnoid Haemorrhage,0,,0,,0
